"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2021-06-10,"BC","Interior","Thompson Cariboo Shuswap",1,1.71
2021-06-10,"BC","Northern","All",10,7.14
2021-06-10,"BC","Northern","Northeast",5,3.43
2021-06-10,"BC","Northern","Northern Interior",5,3.14
2021-06-10,"BC","Northern","Northwest",0,0.57
2021-06-10,"BC","Vancouver Coastal","All",26,25.43
2021-06-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,4.43
2021-06-10,"BC","Vancouver Coastal","Richmond",5,3.71
2021-06-10,"BC","Vancouver Coastal","Unknown",0,0
2021-06-10,"BC","Vancouver Coastal","Vancouver",19,17.29
2021-06-10,"BC","Vancouver Island","All",8,7.43
2021-06-10,"BC","Vancouver Island","Central Vancouver Island",1,1.43
2021-06-10,"BC","Vancouver Island","North Vancouver Island",0,1.14
2021-06-10,"BC","Vancouver Island","South Vancouver Island",7,4.86
2021-06-10,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-11,"BC","All","All",108,143.57
2021-06-11,"BC","Fraser","All",45,74
2021-06-11,"BC","Fraser","Fraser East",6,13.57
2021-06-11,"BC","Fraser","Fraser North",15,23.29
2021-06-11,"BC","Fraser","Fraser South",24,37.14
2021-06-11,"BC","Fraser","Unknown",0,0
2021-06-11,"BC","Interior","All",28,30.71
2021-06-11,"BC","Interior","East Kootenay",2,5.29
2021-06-11,"BC","Interior","Kootenay Boundary",1,1
2021-06-11,"BC","Interior","Okanagan",16,21.71
2021-06-11,"BC","Interior","Thompson Cariboo Shuswap",9,2.71
2021-06-11,"BC","Northern","All",15,8.29
2021-06-11,"BC","Northern","Northeast",10,4.43
2021-06-11,"BC","Northern","Northern Interior",5,3.43
2021-06-11,"BC","Northern","Northwest",0,0.43
2021-06-11,"BC","Vancouver Coastal","All",16,22.71
2021-06-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,3.86
2021-06-11,"BC","Vancouver Coastal","Richmond",4,3.86
2021-06-11,"BC","Vancouver Coastal","Unknown",0,0
2021-06-11,"BC","Vancouver Coastal","Vancouver",10,15
2021-06-11,"BC","Vancouver Island","All",4,7.86
2021-06-11,"BC","Vancouver Island","Central Vancouver Island",0,1.43
2021-06-11,"BC","Vancouver Island","North Vancouver Island",0,1.14
2021-06-11,"BC","Vancouver Island","South Vancouver Island",4,5.29
2021-06-11,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-12,"BC","All","All",118,140.71
2021-06-12,"BC","Fraser","All",66,71.57
2021-06-12,"BC","Fraser","Fraser East",17,14.14
2021-06-12,"BC","Fraser","Fraser North",29,24.14
2021-06-12,"BC","Fraser","Fraser South",20,33.29
2021-06-12,"BC","Fraser","Unknown",0,0
2021-06-12,"BC","Interior","All",25,30
2021-06-12,"BC","Interior","East Kootenay",2,5.14
2021-06-12,"BC","Interior","Kootenay Boundary",1,1.14
2021-06-12,"BC","Interior","Okanagan",15,20.14
2021-06-12,"BC","Interior","Thompson Cariboo Shuswap",7,3.57
2021-06-12,"BC","Northern","All",3,8.57
2021-06-12,"BC","Northern","Northeast",1,4.57
2021-06-12,"BC","Northern","Northern Interior",2,3.57
2021-06-12,"BC","Northern","Northwest",0,0.43
2021-06-12,"BC","Vancouver Coastal","All",19,22.71
2021-06-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,3.57
2021-06-12,"BC","Vancouver Coastal","Richmond",4,3.86
2021-06-12,"BC","Vancouver Coastal","Unknown",0,0
2021-06-12,"BC","Vancouver Coastal","Vancouver",13,15.29
2021-06-12,"BC","Vancouver Island","All",5,7.86
2021-06-12,"BC","Vancouver Island","Central Vancouver Island",1,1.29
2021-06-12,"BC","Vancouver Island","North Vancouver Island",1,1.29
2021-06-12,"BC","Vancouver Island","South Vancouver Island",3,5.29
2021-06-12,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-13,"BC","All","All",71,131.71
2021-06-13,"BC","Fraser","All",41,65
2021-06-13,"BC","Fraser","Fraser East",13,13.57
2021-06-13,"BC","Fraser","Fraser North",6,20.57
2021-06-13,"BC","Fraser","Fraser South",22,30.86
2021-06-13,"BC","Fraser","Unknown",0,0
2021-06-13,"BC","Interior","All",16,29.86
2021-06-13,"BC","Interior","East Kootenay",3,5
2021-06-13,"BC","Interior","Kootenay Boundary",2,1.43
2021-06-13,"BC","Interior","Okanagan",11,20
2021-06-13,"BC","Interior","Thompson Cariboo Shuswap",0,3.43
2021-06-13,"BC","Northern","All",0,7.29
2021-06-13,"BC","Northern","Northeast",0,4.14
2021-06-13,"BC","Northern","Northern Interior",0,3
2021-06-13,"BC","Northern","Northwest",0,0.14
2021-06-13,"BC","Vancouver Coastal","All",12,21.86
2021-06-13,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,3.57
2021-06-13,"BC","Vancouver Coastal","Richmond",3,3.43
2021-06-13,"BC","Vancouver Coastal","Unknown",0,0
2021-06-13,"BC","Vancouver Coastal","Vancouver",8,14.86
2021-06-13,"BC","Vancouver Island","All",2,7.71
2021-06-13,"BC","Vancouver Island","Central Vancouver Island",0,1.14
2021-06-13,"BC","Vancouver Island","North Vancouver Island",0,1.29
2021-06-13,"BC","Vancouver Island","South Vancouver Island",2,5.29
2021-06-13,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-14,"BC","All","All",106,124.86
2021-06-14,"BC","Fraser","All",49,61.86
2021-06-14,"BC","Fraser","Fraser East",10,12.71
2021-06-14,"BC","Fraser","Fraser North",12,19.57
2021-06-14,"BC","Fraser","Fraser South",27,29.57
2021-06-14,"BC","Fraser","Unknown",0,0
2021-06-14,"BC","Interior","All",23,28
2021-06-14,"BC","Interior","East Kootenay",4,4
2021-06-14,"BC","Interior","Kootenay Boundary",1,1.57
2021-06-14,"BC","Interior","Okanagan",15,18.71
2021-06-14,"BC","Interior","Thompson Cariboo Shuswap",3,3.71
2021-06-14,"BC","Northern","All",1,6.43
2021-06-14,"BC","Northern","Northeast",1,3.86
2021-06-14,"BC","Northern","Northern Interior",0,2.57
2021-06-14,"BC","Northern","Northwest",0,0
2021-06-14,"BC","Vancouver Coastal","All",29,21.86
2021-06-14,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",5,3
2021-06-14,"BC","Vancouver Coastal","Richmond",4,3.71
2021-06-14,"BC","Vancouver Coastal","Unknown",1,0.14
2021-06-14,"BC","Vancouver Coastal","Vancouver",19,15
2021-06-14,"BC","Vancouver Island","All",4,6.71
2021-06-14,"BC","Vancouver Island","Central Vancouver Island",1,1.14
2021-06-14,"BC","Vancouver Island","North Vancouver Island",0,0.86
2021-06-14,"BC","Vancouver Island","South Vancouver Island",3,4.71
2021-06-14,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-15,"BC","All","All",109,116.14
2021-06-15,"BC","Fraser","All",56,57.43
2021-06-15,"BC","Fraser","Fraser East",14,12
2021-06-15,"BC","Fraser","Fraser North",18,18.86
2021-06-15,"BC","Fraser","Fraser South",24,26.57
2021-06-15,"BC","Fraser","Unknown",0,0
2021-06-15,"BC","Interior","All",32,28
2021-06-15,"BC","Interior","East Kootenay",9,4.57
2021-06-15,"BC","Interior","Kootenay Boundary",1,1.57
2021-06-15,"BC","Interior","Okanagan",19,18
2021-06-15,"BC","Interior","Thompson Cariboo Shuswap",3,3.86
2021-06-15,"BC","Northern","All",0,5.43
2021-06-15,"BC","Northern","Northeast",0,3.14
2021-06-15,"BC","Northern","Northern Interior",0,2.29
2021-06-15,"BC","Northern","Northwest",0,0
2021-06-15,"BC","Vancouver Coastal","All",16,19.71
2021-06-15,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,2.43
2021-06-15,"BC","Vancouver Coastal","Richmond",3,3.57
2021-06-15,"BC","Vancouver Coastal","Unknown",0,0.14
2021-06-15,"BC","Vancouver Coastal","Vancouver",10,13.57
2021-06-15,"BC","Vancouver Island","All",5,5.57
2021-06-15,"BC","Vancouver Island","Central Vancouver Island",0,1
2021-06-15,"BC","Vancouver Island","North Vancouver Island",0,0.14
2021-06-15,"BC","Vancouver Island","South Vancouver Island",5,4.43
2021-06-15,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-16,"BC","All","All",124,111.43
2021-06-16,"BC","Fraser","All",52,54
2021-06-16,"BC","Fraser","Fraser East",15,12.14
2021-06-16,"BC","Fraser","Fraser North",15,17.43
2021-06-16,"BC","Fraser","Fraser South",22,24.43
2021-06-16,"BC","Fraser","Unknown",0,0
2021-06-16,"BC","Interior","All",38,27.57
2021-06-16,"BC","Interior","East Kootenay",13,5.14
2021-06-16,"BC","Interior","Kootenay Boundary",0,1.43
2021-06-16,"BC","Interior","Okanagan",20,17
2021-06-16,"BC","Interior","Thompson Cariboo Shuswap",5,4
2021-06-16,"BC","Northern","All",4,4.71
2021-06-16,"BC","Northern","Northeast",2,2.71
2021-06-16,"BC","Northern","Northern Interior",2,2
2021-06-16,"BC","Northern","Northwest",0,0
2021-06-16,"BC","Vancouver Coastal","All",26,20.57
2021-06-16,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,2.57
2021-06-16,"BC","Vancouver Coastal","Richmond",3,3.71
2021-06-16,"BC","Vancouver Coastal","Unknown",0,0.14
2021-06-16,"BC","Vancouver Coastal","Vancouver",20,14.14
2021-06-16,"BC","Vancouver Island","All",4,4.57
2021-06-16,"BC","Vancouver Island","Central Vancouver Island",1,0.57
2021-06-16,"BC","Vancouver Island","North Vancouver Island",1,0.29
2021-06-16,"BC","Vancouver Island","South Vancouver Island",2,3.71
2021-06-16,"Out of Canada","Out of Canada","Out of Canada",0,0
2021-06-17,"BC","All","All",114,107.14
2021-06-17,"BC","Fraser","All",65,53.43
2021-06-17,"BC","Fraser","Fraser East",12,12.43
2021-06-17,"BC","Fraser","Fraser North",14,15.57
2021-06-17,"BC","Fraser","Fraser South",39,25.43
2021-06-17,"BC","Fraser","Unknown",0,0
2021-06-17,"BC","Interior","All",23,26.43
2021-06-17,"BC","Interior","East Kootenay",12,6.43
2021-06-17,"BC","Interior","Kootenay Boundary",0,0.86
2021-06-17,"BC","Interior","Okanagan",6,14.57
2021-06-17,"BC","Interior","Thompson Cariboo Shuswap",5,4.57
2021-06-17,"BC","Northern","All",6,4.14
2021-06-17,"BC","Northern","Northeast",3,2.43
2021-06-17,"BC","Northern","Northern Interior",3,1.71
2021-06-17,"BC","Northern","Northwest",0,0
2021-06-17,"BC","Vancouver Coastal","All",16,19.14
2021-06-17,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,2.57
2021-06-17,"BC","Vancouver Coastal","Richmond",2,3.29
2021-06-17,"BC","Vancouver Coastal","Unknown",0,0.14
2021-06-17,"BC","Vancouver Coastal","Vancouver",12,13.14
2021-06-17,"BC","Vancouver Island","All",4,4
2021-06-17,"BC","Vancouver Island","Central Vancouver Island",1,0.57
2021-06-17,"BC","Vancouver Island","North Vancouver Island",0,0.29
2021-06-17,"BC","Vancouver Island","South Vancouver Island",3,3.14
2021-06-17,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2021-06-18,"BC","All","All",92,104.86
2021-06-18,"BC","Fraser","All",37,52.29
2021-06-18,"BC","Fraser","Fraser East",13,13.43
2021-06-18,"BC","Fraser","Fraser North",14,15.43
2021-06-18,"BC","Fraser","Fraser South",10,23.43
2021-06-18,"BC","Fraser","Unknown",0,0
2021-06-18,"BC","Interior","All",22,25.57
2021-06-18,"BC","Interior","East Kootenay",5,6.86
2021-06-18,"BC","Interior","Kootenay Boundary",0,0.71
2021-06-18,"BC","Interior","Okanagan",15,14.43
2021-06-18,"BC","Interior","Thompson Cariboo Shuswap",2,3.57
2021-06-18,"BC","Northern","All",9,3.29
2021-06-18,"BC","Northern","Northeast",6,1.86
2021-06-18,"BC","Northern","Northern Interior",2,1.29
2021-06-18,"BC","Northern","Northwest",1,0.14
2021-06-18,"BC","Vancouver Coastal","All",23,20.14
2021-06-18,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,2.71
2021-06-18,"BC","Vancouver Coastal","Richmond",3,3.14
2021-06-18,"BC","Vancouver Coastal","Unknown",0,0.14
2021-06-18,"BC","Vancouver Coastal","Vancouver",17,14.14
2021-06-18,"BC","Vancouver Island","All",1,3.57
2021-06-18,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2021-06-18,"BC","Vancouver Island","North Vancouver Island",0,0.29
2021-06-18,"BC","Vancouver Island","South Vancouver Island",1,2.71
2021-06-18,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-06-19,"BC","All","All",91,101
2021-06-19,"BC","Fraser","All",43,49
2021-06-19,"BC","Fraser","Fraser East",15,13.14
2021-06-19,"BC","Fraser","Fraser North",18,13.86
2021-06-19,"BC","Fraser","Fraser South",9,21.86
2021-06-19,"BC","Fraser","Unknown",1,0.14
2021-06-19,"BC","Interior","All",29,26.14
2021-06-19,"BC","Interior","East Kootenay",4,7.14
2021-06-19,"BC","Interior","Kootenay Boundary",0,0.57
2021-06-19,"BC","Interior","Okanagan",21,15.29
2021-06-19,"BC","Interior","Thompson Cariboo Shuswap",4,3.14
2021-06-19,"BC","Northern","All",2,3.14
2021-06-19,"BC","Northern","Northeast",1,1.86
2021-06-19,"BC","Northern","Northern Interior",0,1
2021-06-19,"BC","Northern","Northwest",1,0.29
2021-06-19,"BC","Vancouver Coastal","All",14,19.43
2021-06-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,2.86
2021-06-19,"BC","Vancouver Coastal","Richmond",2,2.86
2021-06-19,"BC","Vancouver Coastal","Unknown",0,0.14
2021-06-19,"BC","Vancouver Coastal","Vancouver",9,13.57
2021-06-19,"BC","Vancouver Island","All",3,3.29
2021-06-19,"BC","Vancouver Island","Central Vancouver Island",3,0.86
2021-06-19,"BC","Vancouver Island","North Vancouver Island",0,0.14
2021-06-19,"BC","Vancouver Island","South Vancouver Island",0,2.29
2021-06-19,"Out of Canada","Out of Canada","Out of Canada",1,0.29
2021-06-20,"BC","All","All",45,97.29
2021-06-20,"BC","Fraser","All",16,45.43
2021-06-20,"BC","Fraser","Fraser East",5,12
2021-06-20,"BC","Fraser","Fraser North",6,13.86
2021-06-20,"BC","Fraser","Fraser South",5,19.43
2021-06-20,"BC","Fraser","Unknown",0,0.14
2021-06-20,"BC","Interior","All",14,25.86
2021-06-20,"BC","Interior","East Kootenay",3,7.14
2021-06-20,"BC","Interior","Kootenay Boundary",0,0.29
2021-06-20,"BC","Interior","Okanagan",10,15.14
2021-06-20,"BC","Interior","Thompson Cariboo Shuswap",1,3.29
2021-06-20,"BC","Northern","All",1,3.29
2021-06-20,"BC","Northern","Northeast",1,2
2021-06-20,"BC","Northern","Northern Interior",0,1
2021-06-20,"BC","Northern","Northwest",0,0.29
2021-06-20,"BC","Vancouver Coastal","All",12,19.43
2021-06-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,2.86
2021-06-20,"BC","Vancouver Coastal","Richmond",2,2.71
2021-06-20,"BC","Vancouver Coastal","Unknown",0,0.14
2021-06-20,"BC","Vancouver Coastal","Vancouver",9,13.71
2021-06-20,"BC","Vancouver Island","All",2,3.29
2021-06-20,"BC","Vancouver Island","Central Vancouver Island",2,1.14
2021-06-20,"BC","Vancouver Island","North Vancouver Island",0,0.14
2021-06-20,"BC","Vancouver Island","South Vancouver Island",0,2
2021-06-20,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-21,"BC","All","All",57,90.29
2021-06-21,"BC","Fraser","All",15,40.57
2021-06-21,"BC","Fraser","Fraser East",7,11.57
2021-06-21,"BC","Fraser","Fraser North",6,13
2021-06-21,"BC","Fraser","Fraser South",2,15.86
2021-06-21,"BC","Fraser","Unknown",0,0.14
2021-06-21,"BC","Interior","All",23,25.86
2021-06-21,"BC","Interior","East Kootenay",12,8.29
2021-06-21,"BC","Interior","Kootenay Boundary",0,0.14
2021-06-21,"BC","Interior","Okanagan",10,14.43
2021-06-21,"BC","Interior","Thompson Cariboo Shuswap",1,3
2021-06-21,"BC","Northern","All",4,3.71
2021-06-21,"BC","Northern","Northeast",3,2.29
2021-06-21,"BC","Northern","Northern Interior",1,1.14
2021-06-21,"BC","Northern","Northwest",0,0.29
2021-06-21,"BC","Vancouver Coastal","All",11,16.86
2021-06-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,2.43
2021-06-21,"BC","Vancouver Coastal","Richmond",1,2.29
2021-06-21,"BC","Vancouver Coastal","Unknown",0,0
2021-06-21,"BC","Vancouver Coastal","Vancouver",8,12.14
2021-06-21,"BC","Vancouver Island","All",4,3.29
2021-06-21,"BC","Vancouver Island","Central Vancouver Island",2,1.29
2021-06-21,"BC","Vancouver Island","North Vancouver Island",0,0.14
2021-06-21,"BC","Vancouver Island","South Vancouver Island",2,1.86
2021-06-21,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-22,"BC","All","All",83,86.57
2021-06-22,"BC","Fraser","All",50,39.71
2021-06-22,"BC","Fraser","Fraser East",17,12
2021-06-22,"BC","Fraser","Fraser North",8,11.57
2021-06-22,"BC","Fraser","Fraser South",25,16
2021-06-22,"BC","Fraser","Unknown",0,0.14
2021-06-22,"BC","Interior","All",16,23.57
2021-06-22,"BC","Interior","East Kootenay",4,7.57
2021-06-22,"BC","Interior","Kootenay Boundary",0,0
2021-06-22,"BC","Interior","Okanagan",11,13.29
2021-06-22,"BC","Interior","Thompson Cariboo Shuswap",1,2.71
2021-06-22,"BC","Northern","All",0,3.71
2021-06-22,"BC","Northern","Northeast",0,2.29
2021-06-22,"BC","Northern","Northern Interior",0,1.14
2021-06-22,"BC","Northern","Northwest",0,0.29
2021-06-22,"BC","Vancouver Coastal","All",13,16.43
2021-06-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,2
2021-06-22,"BC","Vancouver Coastal","Richmond",4,2.43
2021-06-22,"BC","Vancouver Coastal","Unknown",0,0
2021-06-22,"BC","Vancouver Coastal","Vancouver",9,12
2021-06-22,"BC","Vancouver Island","All",4,3.14
2021-06-22,"BC","Vancouver Island","Central Vancouver Island",4,1.86
2021-06-22,"BC","Vancouver Island","North Vancouver Island",0,0.14
2021-06-22,"BC","Vancouver Island","South Vancouver Island",0,1.14
2021-06-22,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-23,"BC","All","All",74,79.43
2021-06-23,"BC","Fraser","All",43,38.43
2021-06-23,"BC","Fraser","Fraser East",14,11.86
2021-06-23,"BC","Fraser","Fraser North",12,11.14
2021-06-23,"BC","Fraser","Fraser South",17,15.29
2021-06-23,"BC","Fraser","Unknown",0,0.14
2021-06-23,"BC","Interior","All",11,19.71
2021-06-23,"BC","Interior","East Kootenay",4,6.29
2021-06-23,"BC","Interior","Kootenay Boundary",0,0
2021-06-23,"BC","Interior","Okanagan",4,11
2021-06-23,"BC","Interior","Thompson Cariboo Shuswap",3,2.43
2021-06-23,"BC","Northern","All",2,3.43
2021-06-23,"BC","Northern","Northeast",2,2.29
2021-06-23,"BC","Northern","Northern Interior",0,0.86
2021-06-23,"BC","Northern","Northwest",0,0.29
2021-06-23,"BC","Vancouver Coastal","All",14,14.71
2021-06-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,1.86
2021-06-23,"BC","Vancouver Coastal","Richmond",3,2.43
2021-06-23,"BC","Vancouver Coastal","Unknown",0,0
2021-06-23,"BC","Vancouver Coastal","Vancouver",9,10.43
2021-06-23,"BC","Vancouver Island","All",4,3.14
2021-06-23,"BC","Vancouver Island","Central Vancouver Island",3,2.14
2021-06-23,"BC","Vancouver Island","North Vancouver Island",0,0
2021-06-23,"BC","Vancouver Island","South Vancouver Island",1,1
2021-06-23,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-24,"BC","All","All",73,73.57
2021-06-24,"BC","Fraser","All",34,34
2021-06-24,"BC","Fraser","Fraser East",15,12.29
2021-06-24,"BC","Fraser","Fraser North",6,10
2021-06-24,"BC","Fraser","Fraser South",13,11.57
2021-06-24,"BC","Fraser","Unknown",0,0.14
2021-06-24,"BC","Interior","All",10,17.86
2021-06-24,"BC","Interior","East Kootenay",2,4.86
2021-06-24,"BC","Interior","Kootenay Boundary",0,0
2021-06-24,"BC","Interior","Okanagan",8,11.29
2021-06-24,"BC","Interior","Thompson Cariboo Shuswap",0,1.71
2021-06-24,"BC","Northern","All",1,2.71
2021-06-24,"BC","Northern","Northeast",1,2
2021-06-24,"BC","Northern","Northern Interior",0,0.43
2021-06-24,"BC","Northern","Northwest",0,0.29
2021-06-24,"BC","Vancouver Coastal","All",24,15.86
2021-06-24,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,2
2021-06-24,"BC","Vancouver Coastal","Richmond",1,2.29
2021-06-24,"BC","Vancouver Coastal","Unknown",0,0
2021-06-24,"BC","Vancouver Coastal","Vancouver",20,11.57
2021-06-24,"BC","Vancouver Island","All",4,3.14
2021-06-24,"BC","Vancouver Island","Central Vancouver Island",0,2
2021-06-24,"BC","Vancouver Island","North Vancouver Island",0,0
2021-06-24,"BC","Vancouver Island","South Vancouver Island",4,1.14
2021-06-24,"Out of Canada","Out of Canada","Out of Canada",1,0.29
2021-06-25,"BC","All","All",54,68.14
2021-06-25,"BC","Fraser","All",30,33
2021-06-25,"BC","Fraser","Fraser East",6,11.29
2021-06-25,"BC","Fraser","Fraser North",6,8.86
2021-06-25,"BC","Fraser","Fraser South",17,12.57
2021-06-25,"BC","Fraser","Unknown",1,0.29
2021-06-25,"BC","Interior","All",13,16.57
2021-06-25,"BC","Interior","East Kootenay",1,4.29
2021-06-25,"BC","Interior","Kootenay Boundary",0,0
2021-06-25,"BC","Interior","Okanagan",9,10.43
2021-06-25,"BC","Interior","Thompson Cariboo Shuswap",3,1.86
2021-06-25,"BC","Northern","All",0,1.43
2021-06-25,"BC","Northern","Northeast",0,1.14
2021-06-25,"BC","Northern","Northern Interior",0,0.14
2021-06-25,"BC","Northern","Northwest",0,0.14
2021-06-25,"BC","Vancouver Coastal","All",9,13.86
2021-06-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,1.86
2021-06-25,"BC","Vancouver Coastal","Richmond",3,2.29
2021-06-25,"BC","Vancouver Coastal","Unknown",0,0
2021-06-25,"BC","Vancouver Coastal","Vancouver",4,9.71
2021-06-25,"BC","Vancouver Island","All",2,3.29
2021-06-25,"BC","Vancouver Island","Central Vancouver Island",2,2.29
2021-06-25,"BC","Vancouver Island","North Vancouver Island",0,0
2021-06-25,"BC","Vancouver Island","South Vancouver Island",0,1
2021-06-25,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-06-26,"BC","All","All",52,62.57
2021-06-26,"BC","Fraser","All",25,30.43
2021-06-26,"BC","Fraser","Fraser East",6,10
2021-06-26,"BC","Fraser","Fraser North",11,7.86
2021-06-26,"BC","Fraser","Fraser South",8,12.43
2021-06-26,"BC","Fraser","Unknown",0,0.14
2021-06-26,"BC","Interior","All",14,14.43
2021-06-26,"BC","Interior","East Kootenay",3,4.14
2021-06-26,"BC","Interior","Kootenay Boundary",1,0.14
2021-06-26,"BC","Interior","Okanagan",7,8.43
2021-06-26,"BC","Interior","Thompson Cariboo Shuswap",3,1.71
2021-06-26,"BC","Northern","All",0,1.14
2021-06-26,"BC","Northern","Northeast",0,1
2021-06-26,"BC","Northern","Northern Interior",0,0.14
2021-06-26,"BC","Northern","Northwest",0,0
2021-06-26,"BC","Vancouver Coastal","All",13,13.71
2021-06-26,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,1.57
2021-06-26,"BC","Vancouver Coastal","Richmond",2,2.29
2021-06-26,"BC","Vancouver Coastal","Unknown",0,0
2021-06-26,"BC","Vancouver Coastal","Vancouver",10,9.86
2021-06-26,"BC","Vancouver Island","All",0,2.86
2021-06-26,"BC","Vancouver Island","Central Vancouver Island",0,1.86
2021-06-26,"BC","Vancouver Island","North Vancouver Island",0,0
2021-06-26,"BC","Vancouver Island","South Vancouver Island",0,1
2021-06-26,"Out of Canada","Out of Canada","Out of Canada",1,0.29
2021-06-27,"BC","All","All",39,61.71
2021-06-27,"BC","Fraser","All",19,30.86
2021-06-27,"BC","Fraser","Fraser East",0,9.29
2021-06-27,"BC","Fraser","Fraser North",7,8
2021-06-27,"BC","Fraser","Fraser South",12,13.43
2021-06-27,"BC","Fraser","Unknown",0,0.14
2021-06-27,"BC","Interior","All",12,14.14
2021-06-27,"BC","Interior","East Kootenay",1,3.86
2021-06-27,"BC","Interior","Kootenay Boundary",0,0.14
2021-06-27,"BC","Interior","Okanagan",11,8.57
2021-06-27,"BC","Interior","Thompson Cariboo Shuswap",0,1.57
2021-06-27,"BC","Northern","All",0,1
2021-06-27,"BC","Northern","Northeast",0,0.86
2021-06-27,"BC","Northern","Northern Interior",0,0.14
2021-06-27,"BC","Northern","Northwest",0,0
2021-06-27,"BC","Vancouver Coastal","All",7,13
2021-06-27,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,1.71
2021-06-27,"BC","Vancouver Coastal","Richmond",0,2
2021-06-27,"BC","Vancouver Coastal","Unknown",0,0
2021-06-27,"BC","Vancouver Coastal","Vancouver",5,9.29
2021-06-27,"BC","Vancouver Island","All",1,2.71
2021-06-27,"BC","Vancouver Island","Central Vancouver Island",1,1.71
2021-06-27,"BC","Vancouver Island","North Vancouver Island",0,0
2021-06-27,"BC","Vancouver Island","South Vancouver Island",0,1
2021-06-27,"Out of Canada","Out of Canada","Out of Canada",1,0.43
2021-06-28,"BC","All","All",32,58.14
2021-06-28,"BC","Fraser","All",9,30
2021-06-28,"BC","Fraser","Fraser East",3,8.71
2021-06-28,"BC","Fraser","Fraser North",5,7.86
2021-06-28,"BC","Fraser","Fraser South",1,13.29
2021-06-28,"BC","Fraser","Unknown",0,0.14
2021-06-28,"BC","Interior","All",13,12.71
2021-06-28,"BC","Interior","East Kootenay",2,2.43
2021-06-28,"BC","Interior","Kootenay Boundary",2,0.43
2021-06-28,"BC","Interior","Okanagan",7,8.14
2021-06-28,"BC","Interior","Thompson Cariboo Shuswap",2,1.71
2021-06-28,"BC","Northern","All",1,0.57
2021-06-28,"BC","Northern","Northeast",1,0.57
2021-06-28,"BC","Northern","Northern Interior",0,0
2021-06-28,"BC","Northern","Northwest",0,0
2021-06-28,"BC","Vancouver Coastal","All",6,12.29
2021-06-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,1.43
2021-06-28,"BC","Vancouver Coastal","Richmond",1,2
2021-06-28,"BC","Vancouver Coastal","Unknown",0,0
2021-06-28,"BC","Vancouver Coastal","Vancouver",5,8.86
2021-06-28,"BC","Vancouver Island","All",3,2.57
2021-06-28,"BC","Vancouver Island","Central Vancouver Island",3,1.86
2021-06-28,"BC","Vancouver Island","North Vancouver Island",0,0
2021-06-28,"BC","Vancouver Island","South Vancouver Island",0,0.71
2021-06-28,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-06-29,"BC","All","All",45,52.71
2021-06-29,"BC","Fraser","All",22,26
2021-06-29,"BC","Fraser","Fraser East",6,7.14
2021-06-29,"BC","Fraser","Fraser North",7,7.71
2021-06-29,"BC","Fraser","Fraser South",9,11
2021-06-29,"BC","Fraser","Unknown",0,0.14
2021-06-29,"BC","Interior","All",12,12.14
2021-06-29,"BC","Interior","East Kootenay",2,2.14
2021-06-29,"BC","Interior","Kootenay Boundary",0,0.43
2021-06-29,"BC","Interior","Okanagan",9,7.86
2021-06-29,"BC","Interior","Thompson Cariboo Shuswap",1,1.71
2021-06-29,"BC","Northern","All",0,0.57
2021-06-29,"BC","Northern","Northeast",0,0.57
2021-06-29,"BC","Northern","Northern Interior",0,0
2021-06-29,"BC","Northern","Northwest",0,0
