"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-10-08,"BC","Fraser","Fraser South",69,52.57
2020-10-08,"BC","Fraser","Unknown",0,0
2020-10-08,"BC","Interior","All",3,3.29
2020-10-08,"BC","Interior","East Kootenay",0,0.14
2020-10-08,"BC","Interior","Kootenay Boundary",0,0
2020-10-08,"BC","Interior","Okanagan",1,1.86
2020-10-08,"BC","Interior","Thompson Cariboo Shuswap",2,1.29
2020-10-08,"BC","Northern","All",1,1.86
2020-10-08,"BC","Northern","Northeast",0,0.29
2020-10-08,"BC","Northern","Northern Interior",1,1.14
2020-10-08,"BC","Northern","Northwest",0,0.43
2020-10-08,"BC","Vancouver Coastal","All",33,38.57
2020-10-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",9,6.71
2020-10-08,"BC","Vancouver Coastal","Richmond",2,4.43
2020-10-08,"BC","Vancouver Coastal","Unknown",0,0
2020-10-08,"BC","Vancouver Coastal","Vancouver",22,27.43
2020-10-08,"BC","Vancouver Island","All",2,2.14
2020-10-08,"BC","Vancouver Island","Central Vancouver Island",1,1
2020-10-08,"BC","Vancouver Island","North Vancouver Island",0,0.29
2020-10-08,"BC","Vancouver Island","South Vancouver Island",1,0.86
2020-10-08,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-10-09,"BC","All","All",182,126.14
2020-10-09,"BC","Fraser","All",104,76.14
2020-10-09,"BC","Fraser","Fraser East",17,4.71
2020-10-09,"BC","Fraser","Fraser North",18,13.14
2020-10-09,"BC","Fraser","Fraser South",69,58.29
2020-10-09,"BC","Fraser","Unknown",0,0
2020-10-09,"BC","Interior","All",5,3.71
2020-10-09,"BC","Interior","East Kootenay",0,0.14
2020-10-09,"BC","Interior","Kootenay Boundary",0,0
2020-10-09,"BC","Interior","Okanagan",3,2.14
2020-10-09,"BC","Interior","Thompson Cariboo Shuswap",2,1.43
2020-10-09,"BC","Northern","All",9,3
2020-10-09,"BC","Northern","Northeast",0,0.29
2020-10-09,"BC","Northern","Northern Interior",4,1.57
2020-10-09,"BC","Northern","Northwest",5,1.14
2020-10-09,"BC","Vancouver Coastal","All",61,40.71
2020-10-09,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",16,8.14
2020-10-09,"BC","Vancouver Coastal","Richmond",5,4.86
2020-10-09,"BC","Vancouver Coastal","Unknown",0,0
2020-10-09,"BC","Vancouver Coastal","Vancouver",40,27.71
2020-10-09,"BC","Vancouver Island","All",3,2.57
2020-10-09,"BC","Vancouver Island","Central Vancouver Island",1,1.14
2020-10-09,"BC","Vancouver Island","North Vancouver Island",1,0.43
2020-10-09,"BC","Vancouver Island","South Vancouver Island",1,1
2020-10-09,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-10-10,"BC","All","All",160,131.14
2020-10-10,"BC","Fraser","All",107,81.29
2020-10-10,"BC","Fraser","Fraser East",15,6.86
2020-10-10,"BC","Fraser","Fraser North",16,13.43
2020-10-10,"BC","Fraser","Fraser South",76,61
2020-10-10,"BC","Fraser","Unknown",0,0
2020-10-10,"BC","Interior","All",5,4
2020-10-10,"BC","Interior","East Kootenay",1,0.29
2020-10-10,"BC","Interior","Kootenay Boundary",1,0.14
2020-10-10,"BC","Interior","Okanagan",2,2.14
2020-10-10,"BC","Interior","Thompson Cariboo Shuswap",1,1.43
2020-10-10,"BC","Northern","All",3,3.29
2020-10-10,"BC","Northern","Northeast",1,0.43
2020-10-10,"BC","Northern","Northern Interior",1,1.71
2020-10-10,"BC","Northern","Northwest",1,1.14
2020-10-10,"BC","Vancouver Coastal","All",44,40.57
2020-10-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",14,8.71
2020-10-10,"BC","Vancouver Coastal","Richmond",9,5.86
2020-10-10,"BC","Vancouver Coastal","Unknown",0,0
2020-10-10,"BC","Vancouver Coastal","Vancouver",21,26
2020-10-10,"BC","Vancouver Island","All",1,2
2020-10-10,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-10-10,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-10-10,"BC","Vancouver Island","South Vancouver Island",1,1
2020-10-10,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-10-11,"BC","All","All",112,129.57
2020-10-11,"BC","Fraser","All",67,80.29
2020-10-11,"BC","Fraser","Fraser East",14,8.57
2020-10-11,"BC","Fraser","Fraser North",16,14.29
2020-10-11,"BC","Fraser","Fraser South",37,57.43
2020-10-11,"BC","Fraser","Unknown",0,0
2020-10-11,"BC","Interior","All",8,4
2020-10-11,"BC","Interior","East Kootenay",0,0.29
2020-10-11,"BC","Interior","Kootenay Boundary",0,0.14
2020-10-11,"BC","Interior","Okanagan",6,2.29
2020-10-11,"BC","Interior","Thompson Cariboo Shuswap",2,1.29
2020-10-11,"BC","Northern","All",2,3.14
2020-10-11,"BC","Northern","Northeast",1,0.57
2020-10-11,"BC","Northern","Northern Interior",0,1.43
2020-10-11,"BC","Northern","Northwest",1,1.14
2020-10-11,"BC","Vancouver Coastal","All",31,40.29
2020-10-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,8.86
2020-10-11,"BC","Vancouver Coastal","Richmond",5,6.29
2020-10-11,"BC","Vancouver Coastal","Unknown",0,0
2020-10-11,"BC","Vancouver Coastal","Vancouver",23,25.14
2020-10-11,"BC","Vancouver Island","All",4,1.86
2020-10-11,"BC","Vancouver Island","Central Vancouver Island",3,0.71
2020-10-11,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-10-11,"BC","Vancouver Island","South Vancouver Island",1,0.71
2020-10-11,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-12,"BC","All","All",142,137
2020-10-12,"BC","Fraser","All",95,86.29
2020-10-12,"BC","Fraser","Fraser East",12,10.14
2020-10-12,"BC","Fraser","Fraser North",9,14.14
2020-10-12,"BC","Fraser","Fraser South",74,62
2020-10-12,"BC","Fraser","Unknown",0,0
2020-10-12,"BC","Interior","All",3,3.86
2020-10-12,"BC","Interior","East Kootenay",0,0.29
2020-10-12,"BC","Interior","Kootenay Boundary",0,0.14
2020-10-12,"BC","Interior","Okanagan",1,2.14
2020-10-12,"BC","Interior","Thompson Cariboo Shuswap",2,1.29
2020-10-12,"BC","Northern","All",0,2.86
2020-10-12,"BC","Northern","Northeast",0,0.43
2020-10-12,"BC","Northern","Northern Interior",0,1.29
2020-10-12,"BC","Northern","Northwest",0,1.14
2020-10-12,"BC","Vancouver Coastal","All",41,42
2020-10-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",4,8.57
2020-10-12,"BC","Vancouver Coastal","Richmond",6,6.43
2020-10-12,"BC","Vancouver Coastal","Unknown",0,0
2020-10-12,"BC","Vancouver Coastal","Vancouver",31,27
2020-10-12,"BC","Vancouver Island","All",3,2
2020-10-12,"BC","Vancouver Island","Central Vancouver Island",2,1
2020-10-12,"BC","Vancouver Island","North Vancouver Island",1,0.29
2020-10-12,"BC","Vancouver Island","South Vancouver Island",0,0.71
2020-10-12,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-13,"BC","All","All",157,143.43
2020-10-13,"BC","Fraser","All",105,90.86
2020-10-13,"BC","Fraser","Fraser East",11,11.29
2020-10-13,"BC","Fraser","Fraser North",10,13.71
2020-10-13,"BC","Fraser","Fraser South",84,65.86
2020-10-13,"BC","Fraser","Unknown",0,0
2020-10-13,"BC","Interior","All",5,4.43
2020-10-13,"BC","Interior","East Kootenay",0,0.14
2020-10-13,"BC","Interior","Kootenay Boundary",0,0.14
2020-10-13,"BC","Interior","Okanagan",3,2.57
2020-10-13,"BC","Interior","Thompson Cariboo Shuswap",2,1.57
2020-10-13,"BC","Northern","All",3,3.29
2020-10-13,"BC","Northern","Northeast",0,0.43
2020-10-13,"BC","Northern","Northern Interior",3,1.71
2020-10-13,"BC","Northern","Northwest",0,1.14
2020-10-13,"BC","Vancouver Coastal","All",42,42.57
2020-10-13,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",11,9.71
2020-10-13,"BC","Vancouver Coastal","Richmond",5,5.86
2020-10-13,"BC","Vancouver Coastal","Unknown",0,0
2020-10-13,"BC","Vancouver Coastal","Vancouver",26,27
2020-10-13,"BC","Vancouver Island","All",2,2.29
2020-10-13,"BC","Vancouver Island","Central Vancouver Island",1,1.14
2020-10-13,"BC","Vancouver Island","North Vancouver Island",0,0.29
2020-10-13,"BC","Vancouver Island","South Vancouver Island",1,0.86
2020-10-13,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-14,"BC","All","All",91,139
2020-10-14,"BC","Fraser","All",55,89
2020-10-14,"BC","Fraser","Fraser East",5,11.14
2020-10-14,"BC","Fraser","Fraser North",9,13.57
2020-10-14,"BC","Fraser","Fraser South",41,64.29
2020-10-14,"BC","Fraser","Unknown",0,0
2020-10-14,"BC","Interior","All",1,4.29
2020-10-14,"BC","Interior","East Kootenay",0,0.14
2020-10-14,"BC","Interior","Kootenay Boundary",0,0.14
2020-10-14,"BC","Interior","Okanagan",0,2.29
2020-10-14,"BC","Interior","Thompson Cariboo Shuswap",1,1.71
2020-10-14,"BC","Northern","All",2,2.86
2020-10-14,"BC","Northern","Northeast",1,0.43
2020-10-14,"BC","Northern","Northern Interior",1,1.43
2020-10-14,"BC","Northern","Northwest",0,1
2020-10-14,"BC","Vancouver Coastal","All",31,40.43
2020-10-14,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",9,9.43
2020-10-14,"BC","Vancouver Coastal","Richmond",3,5
2020-10-14,"BC","Vancouver Coastal","Unknown",0,0
2020-10-14,"BC","Vancouver Coastal","Vancouver",19,26
2020-10-14,"BC","Vancouver Island","All",2,2.43
2020-10-14,"BC","Vancouver Island","Central Vancouver Island",1,1.29
2020-10-14,"BC","Vancouver Island","North Vancouver Island",0,0.29
2020-10-14,"BC","Vancouver Island","South Vancouver Island",1,0.86
2020-10-14,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-15,"BC","All","All",152,142.29
2020-10-15,"BC","Fraser","All",89,88.86
2020-10-15,"BC","Fraser","Fraser East",10,12
2020-10-15,"BC","Fraser","Fraser North",18,13.71
2020-10-15,"BC","Fraser","Fraser South",61,63.14
2020-10-15,"BC","Fraser","Unknown",0,0
2020-10-15,"BC","Interior","All",2,4.14
2020-10-15,"BC","Interior","East Kootenay",0,0.14
2020-10-15,"BC","Interior","Kootenay Boundary",0,0.14
2020-10-15,"BC","Interior","Okanagan",1,2.29
2020-10-15,"BC","Interior","Thompson Cariboo Shuswap",1,1.57
2020-10-15,"BC","Northern","All",5,3.43
2020-10-15,"BC","Northern","Northeast",1,0.57
2020-10-15,"BC","Northern","Northern Interior",2,1.57
2020-10-15,"BC","Northern","Northwest",2,1.29
2020-10-15,"BC","Vancouver Coastal","All",55,43.57
2020-10-15,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",11,9.71
2020-10-15,"BC","Vancouver Coastal","Richmond",4,5.29
2020-10-15,"BC","Vancouver Coastal","Unknown",0,0
2020-10-15,"BC","Vancouver Coastal","Vancouver",40,28.57
2020-10-15,"BC","Vancouver Island","All",1,2.29
2020-10-15,"BC","Vancouver Island","Central Vancouver Island",1,1.29
2020-10-15,"BC","Vancouver Island","North Vancouver Island",0,0.29
2020-10-15,"BC","Vancouver Island","South Vancouver Island",0,0.71
2020-10-15,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-16,"BC","All","All",211,146.43
2020-10-16,"BC","Fraser","All",165,97.57
2020-10-16,"BC","Fraser","Fraser East",20,12.43
2020-10-16,"BC","Fraser","Fraser North",21,14.14
2020-10-16,"BC","Fraser","Fraser South",124,71
2020-10-16,"BC","Fraser","Unknown",0,0
2020-10-16,"BC","Interior","All",2,3.71
2020-10-16,"BC","Interior","East Kootenay",0,0.14
2020-10-16,"BC","Interior","Kootenay Boundary",0,0.14
2020-10-16,"BC","Interior","Okanagan",2,2.14
2020-10-16,"BC","Interior","Thompson Cariboo Shuswap",0,1.29
2020-10-16,"BC","Northern","All",1,2.29
2020-10-16,"BC","Northern","Northeast",0,0.57
2020-10-16,"BC","Northern","Northern Interior",1,1.14
2020-10-16,"BC","Northern","Northwest",0,0.57
2020-10-16,"BC","Vancouver Coastal","All",41,40.71
2020-10-16,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",12,9.14
2020-10-16,"BC","Vancouver Coastal","Richmond",5,5.29
2020-10-16,"BC","Vancouver Coastal","Unknown",0,0
2020-10-16,"BC","Vancouver Coastal","Vancouver",24,26.29
2020-10-16,"BC","Vancouver Island","All",2,2.14
2020-10-16,"BC","Vancouver Island","Central Vancouver Island",0,1.14
2020-10-16,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-10-16,"BC","Vancouver Island","South Vancouver Island",2,0.86
2020-10-16,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-17,"BC","All","All",136,143
2020-10-17,"BC","Fraser","All",96,96
2020-10-17,"BC","Fraser","Fraser East",10,11.71
2020-10-17,"BC","Fraser","Fraser North",14,13.86
2020-10-17,"BC","Fraser","Fraser South",72,70.43
2020-10-17,"BC","Fraser","Unknown",0,0
2020-10-17,"BC","Interior","All",7,4
2020-10-17,"BC","Interior","East Kootenay",0,0
2020-10-17,"BC","Interior","Kootenay Boundary",0,0
2020-10-17,"BC","Interior","Okanagan",4,2.43
2020-10-17,"BC","Interior","Thompson Cariboo Shuswap",3,1.57
2020-10-17,"BC","Northern","All",4,2.43
2020-10-17,"BC","Northern","Northeast",3,0.86
2020-10-17,"BC","Northern","Northern Interior",0,1
2020-10-17,"BC","Northern","Northwest",1,0.57
2020-10-17,"BC","Vancouver Coastal","All",29,38.57
2020-10-17,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,8.14
2020-10-17,"BC","Vancouver Coastal","Richmond",3,4.43
2020-10-17,"BC","Vancouver Coastal","Unknown",0,0
2020-10-17,"BC","Vancouver Coastal","Vancouver",19,26
2020-10-17,"BC","Vancouver Island","All",0,2
2020-10-17,"BC","Vancouver Island","Central Vancouver Island",0,1.14
2020-10-17,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-10-17,"BC","Vancouver Island","South Vancouver Island",0,0.71
2020-10-17,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-18,"BC","All","All",204,156.14
2020-10-18,"BC","Fraser","All",151,108
2020-10-18,"BC","Fraser","Fraser East",14,11.71
2020-10-18,"BC","Fraser","Fraser North",26,15.29
2020-10-18,"BC","Fraser","Fraser South",111,81
2020-10-18,"BC","Fraser","Unknown",0,0
2020-10-18,"BC","Interior","All",4,3.43
2020-10-18,"BC","Interior","East Kootenay",0,0
2020-10-18,"BC","Interior","Kootenay Boundary",0,0
2020-10-18,"BC","Interior","Okanagan",3,2
2020-10-18,"BC","Interior","Thompson Cariboo Shuswap",1,1.43
2020-10-18,"BC","Northern","All",0,2.14
2020-10-18,"BC","Northern","Northeast",0,0.71
2020-10-18,"BC","Northern","Northern Interior",0,1
2020-10-18,"BC","Northern","Northwest",0,0.43
2020-10-18,"BC","Vancouver Coastal","All",49,41.14
2020-10-18,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",9,9
2020-10-18,"BC","Vancouver Coastal","Richmond",2,4
2020-10-18,"BC","Vancouver Coastal","Unknown",0,0
2020-10-18,"BC","Vancouver Coastal","Vancouver",38,28.14
2020-10-18,"BC","Vancouver Island","All",0,1.43
2020-10-18,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-10-18,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-10-18,"BC","Vancouver Island","South Vancouver Island",0,0.57
2020-10-18,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-19,"BC","All","All",140,155.86
2020-10-19,"BC","Fraser","All",81,106
2020-10-19,"BC","Fraser","Fraser East",2,10.29
2020-10-19,"BC","Fraser","Fraser North",25,17.57
2020-10-19,"BC","Fraser","Fraser South",54,78.14
2020-10-19,"BC","Fraser","Unknown",0,0
2020-10-19,"BC","Interior","All",21,6
2020-10-19,"BC","Interior","East Kootenay",0,0
2020-10-19,"BC","Interior","Kootenay Boundary",1,0.14
2020-10-19,"BC","Interior","Okanagan",9,3.14
2020-10-19,"BC","Interior","Thompson Cariboo Shuswap",11,2.71
2020-10-19,"BC","Northern","All",0,2.14
2020-10-19,"BC","Northern","Northeast",0,0.71
2020-10-19,"BC","Northern","Northern Interior",0,1
2020-10-19,"BC","Northern","Northwest",0,0.43
2020-10-19,"BC","Vancouver Coastal","All",37,40.57
2020-10-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",4,9
2020-10-19,"BC","Vancouver Coastal","Richmond",4,3.71
2020-10-19,"BC","Vancouver Coastal","Unknown",0,0
2020-10-19,"BC","Vancouver Coastal","Vancouver",29,27.86
2020-10-19,"BC","Vancouver Island","All",1,1.14
2020-10-19,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-10-19,"BC","Vancouver Island","North Vancouver Island",0,0
2020-10-19,"BC","Vancouver Island","South Vancouver Island",1,0.71
2020-10-19,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-20,"BC","All","All",256,170
2020-10-20,"BC","Fraser","All",210,121
2020-10-20,"BC","Fraser","Fraser East",25,12.29
2020-10-20,"BC","Fraser","Fraser North",45,22.57
2020-10-20,"BC","Fraser","Fraser South",140,86.14
2020-10-20,"BC","Fraser","Unknown",0,0
2020-10-20,"BC","Interior","All",11,6.86
2020-10-20,"BC","Interior","East Kootenay",0,0
2020-10-20,"BC","Interior","Kootenay Boundary",0,0.14
2020-10-20,"BC","Interior","Okanagan",10,4.14
2020-10-20,"BC","Interior","Thompson Cariboo Shuswap",1,2.57
2020-10-20,"BC","Northern","All",3,2.14
2020-10-20,"BC","Northern","Northeast",2,1
2020-10-20,"BC","Northern","Northern Interior",0,0.57
2020-10-20,"BC","Northern","Northwest",1,0.57
2020-10-20,"BC","Vancouver Coastal","All",32,39.14
2020-10-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",5,8.14
2020-10-20,"BC","Vancouver Coastal","Richmond",3,3.43
2020-10-20,"BC","Vancouver Coastal","Unknown",0,0
2020-10-20,"BC","Vancouver Coastal","Vancouver",24,27.57
2020-10-20,"BC","Vancouver Island","All",0,0.86
2020-10-20,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-10-20,"BC","Vancouver Island","North Vancouver Island",0,0
2020-10-20,"BC","Vancouver Island","South Vancouver Island",0,0.57
2020-10-20,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-21,"BC","All","All",298,199.57
2020-10-21,"BC","Fraser","All",219,144.43
2020-10-21,"BC","Fraser","Fraser East",5,12.29
2020-10-21,"BC","Fraser","Fraser North",60,29.86
2020-10-21,"BC","Fraser","Fraser South",154,102.29
2020-10-21,"BC","Fraser","Unknown",0,0
2020-10-21,"BC","Interior","All",19,9.43
2020-10-21,"BC","Interior","East Kootenay",0,0
2020-10-21,"BC","Interior","Kootenay Boundary",2,0.43
2020-10-21,"BC","Interior","Okanagan",13,6
2020-10-21,"BC","Interior","Thompson Cariboo Shuswap",4,3
2020-10-21,"BC","Northern","All",3,2.29
2020-10-21,"BC","Northern","Northeast",3,1.29
2020-10-21,"BC","Northern","Northern Interior",0,0.43
2020-10-21,"BC","Northern","Northwest",0,0.57
2020-10-21,"BC","Vancouver Coastal","All",53,42.29
2020-10-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",8,8
2020-10-21,"BC","Vancouver Coastal","Richmond",11,4.57
2020-10-21,"BC","Vancouver Coastal","Unknown",0,0
2020-10-21,"BC","Vancouver Coastal","Vancouver",34,29.71
2020-10-21,"BC","Vancouver Island","All",4,1.14
2020-10-21,"BC","Vancouver Island","Central Vancouver Island",1,0.29
2020-10-21,"BC","Vancouver Island","North Vancouver Island",2,0.29
2020-10-21,"BC","Vancouver Island","South Vancouver Island",1,0.57
2020-10-21,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-22,"BC","All","All",200,206.43
2020-10-22,"BC","Fraser","All",116,148.29
2020-10-22,"BC","Fraser","Fraser East",10,12.29
2020-10-22,"BC","Fraser","Fraser North",35,32.29
2020-10-22,"BC","Fraser","Fraser South",71,103.71
2020-10-22,"BC","Fraser","Unknown",0,0
2020-10-22,"BC","Interior","All",16,11.43
2020-10-22,"BC","Interior","East Kootenay",1,0.14
2020-10-22,"BC","Interior","Kootenay Boundary",0,0.43
2020-10-22,"BC","Interior","Okanagan",14,7.86
2020-10-22,"BC","Interior","Thompson Cariboo Shuswap",1,3
2020-10-22,"BC","Northern","All",7,2.57
2020-10-22,"BC","Northern","Northeast",3,1.57
2020-10-22,"BC","Northern","Northern Interior",1,0.29
2020-10-22,"BC","Northern","Northwest",3,0.71
2020-10-22,"BC","Vancouver Coastal","All",60,43
2020-10-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,7.43
2020-10-22,"BC","Vancouver Coastal","Richmond",7,5
2020-10-22,"BC","Vancouver Coastal","Unknown",0,0
2020-10-22,"BC","Vancouver Coastal","Vancouver",46,30.57
2020-10-22,"BC","Vancouver Island","All",1,1.14
2020-10-22,"BC","Vancouver Island","Central Vancouver Island",1,0.29
2020-10-22,"BC","Vancouver Island","North Vancouver Island",0,0.29
2020-10-22,"BC","Vancouver Island","South Vancouver Island",0,0.57
2020-10-22,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-23,"BC","All","All",274,215.43
2020-10-23,"BC","Fraser","All",200,153.29
2020-10-23,"BC","Fraser","Fraser East",5,10.14
2020-10-23,"BC","Fraser","Fraser North",77,40.29
2020-10-23,"BC","Fraser","Fraser South",118,102.86
2020-10-23,"BC","Fraser","Unknown",0,0
2020-10-23,"BC","Interior","All",12,12.86
2020-10-23,"BC","Interior","East Kootenay",0,0.14
2020-10-23,"BC","Interior","Kootenay Boundary",1,0.57
2020-10-23,"BC","Interior","Okanagan",9,8.86
2020-10-23,"BC","Interior","Thompson Cariboo Shuswap",2,3.29
2020-10-23,"BC","Northern","All",9,3.71
2020-10-23,"BC","Northern","Northeast",6,2.43
2020-10-23,"BC","Northern","Northern Interior",0,0.14
2020-10-23,"BC","Northern","Northwest",3,1.14
2020-10-23,"BC","Vancouver Coastal","All",53,44.71
2020-10-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",9,7
2020-10-23,"BC","Vancouver Coastal","Richmond",2,4.57
2020-10-23,"BC","Vancouver Coastal","Unknown",0,0
2020-10-23,"BC","Vancouver Coastal","Vancouver",42,33.14
2020-10-23,"BC","Vancouver Island","All",0,0.86
2020-10-23,"BC","Vancouver Island","Central Vancouver Island",0,0.29
